Airport Name,Flight Type,Carrier,Flight Number,Scheduled Departure (Local),Revised Departure (Local),Departure Delay (min),Scheduled Arrival (Local),Revised Arrival (Local),Arrival Delay (min)
Bangalore,Departure,IndiGo,6E 5306,2025-08-17 13:55+05:30,2025-08-17 13:55+05:30,0,,,
Bangalore,Departure,IndiGo,6E 1037,2025-08-17 13:35+05:30,2025-08-17 14:00+05:30,25,,,
Bangalore,Departure,IndiGo,6E 7385,2025-08-17 14:10+05:30,2025-08-17 14:10+05:30,0,,,
Bangalore,Departure,Air India,AI 2824,2025-08-17 14:15+05:30,2025-08-17 14:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 2328,2025-08-17 14:15+05:30,2025-08-17 14:15+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2829,2025-08-17 14:15+05:30,2025-08-17 14:15+05:30,0,,,
Bangalore,Departure,Air India Express,IX 1574,2025-08-17 14:30+05:30,2025-08-17 14:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7445,2025-08-17 14:30+05:30,2025-08-17 14:30+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2862,2025-08-17 14:35+05:30,2025-08-17 14:35+05:30,0,,,
Bangalore,Departure,IndiGo,6E 5218,2025-08-17 14:00+05:30,2025-08-17 14:40+05:30,40,,,
Bangalore,Departure,IndiGo,6E 7735,2025-08-17 14:45+05:30,2025-08-17 14:45+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1364,2025-08-17 14:45+05:30,2025-08-17 14:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7162,2025-08-17 14:45+05:30,2025-08-17 14:45+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1612,2025-08-17 14:55+05:30,2025-08-17 14:55+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2756,2025-08-17 15:00+05:30,2025-08-17 14:55+05:30,-5,,,
Bangalore,Departure,IndiGo,6E 6277,2025-08-17 14:45+05:30,2025-08-17 14:55+05:30,10,,,
Bangalore,Departure,AKJ,AKJ 136V,2025-08-17 14:55+05:30,2025-08-17 14:55+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2723,2025-08-17 15:00+05:30,2025-08-17 15:00+05:30,0,,,
Bangalore,Departure,IndiGo,6E 852,2025-08-17 15:00+05:30,2025-08-17 15:00+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6572,2025-08-17 15:05+05:30,2025-08-17 15:05+05:30,0,,,
Bangalore,Departure,IndiGo,6E 2174,2025-08-17 15:15+05:30,2025-08-17 15:15+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1544,2025-08-17 15:15+05:30,2025-08-17 15:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 969,2025-08-17 15:15+05:30,2025-08-17 15:15+05:30,0,,,
Bangalore,Departure,Shuttle America,S5 105,2025-08-17 13:50+05:30,2025-08-17 15:20+05:30,90,,,
Bangalore,Departure,IndiGo,6E 602,2025-08-17 15:20+05:30,2025-08-17 15:20+05:30,0,,,
Bangalore,Departure,IndiGo,6E 5351,2025-08-17 15:25+05:30,2025-08-17 15:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 1083,2025-08-17 15:30+05:30,2025-08-17 15:30+05:30,0,,,
Bangalore,Departure,Air India,AI 2511,2025-08-17 15:30+05:30,2025-08-17 15:30+05:30,0,,,
Bangalore,Departure,Ghodawat Enterprises,OG 105,2025-08-17 15:33+05:30,2025-08-17 15:33+05:30,0,,,
Bangalore,Departure,Air India Express,IX 1324,2025-08-17 15:35+05:30,2025-08-17 15:35+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6753,2025-08-17 15:35+05:30,2025-08-17 15:35+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6012,2025-08-17 15:45+05:30,2025-08-17 15:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 461,2025-08-17 15:45+05:30,2025-08-17 15:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 469,2025-08-17 15:45+05:30,2025-08-17 15:45+05:30,0,,,
Bangalore,Departure,Alliance Air,9I 513,2025-08-17 15:20+05:30,2025-08-17 15:50+05:30,30,,,
Bangalore,Departure,Air India,AI 133,2025-08-17 14:30+05:30,2025-08-17 16:00+05:30,90,,,
Bangalore,Departure,Air India,AI 133,2025-08-17 14:30+05:30,2025-08-17 16:00+05:30,90,,,
Bangalore,Departure,Air India,AI 2418,2025-08-17 16:00+05:30,2025-08-17 16:20+05:30,20,,,
Bangalore,Departure,IndiGo,6E 7363,2025-08-17 16:25+05:30,2025-08-17 16:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 451,2025-08-17 16:15+05:30,2025-08-17 16:30+05:30,15,,,
Bangalore,Departure,IndiGo,6E 6596,2025-08-17 15:50+05:30,2025-08-17 16:35+05:30,45,,,
Bangalore,Departure,IndiGo,6E 6743,2025-08-17 16:25+05:30,2025-08-17 16:35+05:30,10,,,
Bangalore,Departure,IndiGo,6E 239,2025-08-17 16:40+05:30,2025-08-17 16:40+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6451,2025-08-17 16:45+05:30,2025-08-17 16:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6039,2025-08-17 16:35+05:30,2025-08-17 16:45+05:30,10,,,
Bangalore,Departure,Air India Express,IX 2906,2025-08-17 16:45+05:30,2025-08-17 16:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 528,2025-08-17 16:45+05:30,2025-08-17 16:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6067,2025-08-17 16:45+05:30,2025-08-17 16:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 5031,2025-08-17 16:50+05:30,2025-08-17 16:50+05:30,0,,,
Bangalore,Departure,IndiGo,6E 356,2025-08-17 16:55+05:30,2025-08-17 16:55+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6992,2025-08-17 16:55+05:30,2025-08-17 16:55+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6141,2025-08-17 17:00+05:30,2025-08-17 17:00+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2659,2025-08-17 17:00+05:30,2025-08-17 17:00+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6891,2025-08-17 17:10+05:30,2025-08-17 17:10+05:30,0,,,
Bangalore,Departure,IndiGo,6E 223,2025-08-17 17:15+05:30,2025-08-17 17:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7258,2025-08-17 17:20+05:30,2025-08-17 17:20+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6168,2025-08-17 17:25+05:30,2025-08-17 17:25+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2690,2025-08-17 17:25+05:30,2025-08-17 17:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 978,2025-08-17 17:30+05:30,2025-08-17 17:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 221,2025-08-17 17:35+05:30,2025-08-17 17:35+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2545,2025-08-17 17:30+05:30,2025-08-17 17:40+05:30,10,,,
Bangalore,Departure,Air India Express,IX 483,2025-08-17 17:10+05:30,2025-08-17 17:40+05:30,30,,,
Bangalore,Departure,IndiGo,6E 109,2025-08-17 17:45+05:30,2025-08-17 17:45+05:30,0,,,
Bangalore,Departure,Air India,AI 2854,2025-08-17 17:55+05:30,2025-08-17 17:55+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7226,2025-08-17 17:55+05:30,2025-08-17 17:55+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6034,2025-08-17 18:00+05:30,2025-08-17 18:00+05:30,0,,,
Bangalore,Departure,IndiGo,6E 747,2025-08-17 18:05+05:30,2025-08-17 18:05+05:30,0,,,
Bangalore,Departure,Air India,AI 2820,2025-08-17 18:05+05:30,2025-08-17 18:05+05:30,0,,,
Bangalore,Departure,IndiGo,6E 5255,2025-08-17 18:10+05:30,2025-08-17 18:10+05:30,0,,,
Bangalore,Departure,IndiGo,6E 411,2025-08-17 18:20+05:30,2025-08-17 18:20+05:30,0,,,
Bangalore,Departure,Air India Express,IX 491,2025-08-17 18:25+05:30,2025-08-17 18:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7712,2025-08-17 18:30+05:30,2025-08-17 18:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6017,2025-08-17 18:30+05:30,2025-08-17 18:30+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2973,2025-08-17 18:40+05:30,2025-08-17 18:30+05:30,-10,,,
Bangalore,Departure,IndiGo,6E 6008,2025-08-17 18:30+05:30,2025-08-17 18:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 676,2025-08-17 18:30+05:30,2025-08-17 18:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 638,2025-08-17 18:25+05:30,2025-08-17 18:40+05:30,15,,,
Bangalore,Departure,Air India,AI 2610,2025-08-17 18:45+05:30,2025-08-17 18:45+05:30,0,,,
Bangalore,Departure,Air India,AI 2802,2025-08-17 18:45+05:30,2025-08-17 18:45+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1134,2025-08-17 18:50+05:30,2025-08-17 18:50+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1550,2025-08-17 18:50+05:30,2025-08-17 18:50+05:30,0,,,
Bangalore,Departure,IndiGo,6E 105,2025-08-17 18:50+05:30,2025-08-17 18:50+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7448,2025-08-17 18:50+05:30,2025-08-17 18:50+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6248,2025-08-17 18:55+05:30,2025-08-17 18:55+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6875,2025-08-17 18:45+05:30,2025-08-17 18:55+05:30,10,,,
Bangalore,Departure,IndiGo,6E 6423,2025-08-17 18:55+05:30,2025-08-17 18:55+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7013,2025-08-17 19:00+05:30,2025-08-17 19:00+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2718,2025-08-17 19:05+05:30,2025-08-17 19:05+05:30,0,,,
Bangalore,Departure,IndiGo,6E 5267,2025-08-17 19:15+05:30,2025-08-17 19:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6554,2025-08-17 19:15+05:30,2025-08-17 19:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7165,2025-08-17 19:20+05:30,2025-08-17 19:20+05:30,0,,,
Bangalore,Departure,Air India,AI 2665,2025-08-17 19:20+05:30,2025-08-17 19:20+05:30,0,,,
Bangalore,Departure,Qantas,QF 68,2025-08-17 18:35+05:30,2025-08-17 19:20+05:30,45,,,
Bangalore,Departure,Sichuan Airlines,3U 9640,2025-08-17 19:21+05:30,2025-08-17 19:21+05:30,0,,,
Bangalore,Departure,IndiGo,6E 1183,2025-08-17 19:25+05:30,2025-08-17 19:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 5376,2025-08-17 19:15+05:30,2025-08-17 19:30+05:30,15,,,
Bangalore,Departure,IndiGo,6E 903,2025-08-17 19:30+05:30,2025-08-17 19:30+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2760,2025-08-17 19:35+05:30,2025-08-17 19:35+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6465,2025-08-17 19:40+05:30,2025-08-17 19:40+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2708,2025-08-17 19:50+05:30,2025-08-17 19:40+05:30,-10,,,
Bangalore,Departure,Air India,AI 2864,2025-08-17 19:45+05:30,2025-08-17 19:45+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1437,2025-08-17 20:00+05:30,2025-08-17 20:00+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1437,2025-08-17 20:00+05:30,2025-08-17 20:00+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1377,2025-08-17 20:00+05:30,2025-08-17 20:00+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1377,2025-08-17 20:00+05:30,2025-08-17 20:00+05:30,0,,,
Bangalore,Departure,IndiGo,6E 855,2025-08-17 19:50+05:30,2025-08-17 20:00+05:30,10,,,
Bangalore,Departure,IndiGo,6E 855,2025-08-17 19:50+05:30,2025-08-17 20:00+05:30,10,,,
Bangalore,Departure,IndiGo,6E 486,2025-08-17 20:00+05:30,2025-08-17 20:00+05:30,0,,,
Bangalore,Departure,IndiGo,6E 486,2025-08-17 20:00+05:30,2025-08-17 20:00+05:30,0,,,
Bangalore,Departure,Air India,AI 519,2025-08-17 20:10+05:30,2025-08-17 20:10+05:30,0,,,
Bangalore,Departure,Alliance Air,9I 517,2025-08-17 20:10+05:30,2025-08-17 20:10+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2754,2025-08-17 20:00+05:30,2025-08-17 20:10+05:30,10,,,
Bangalore,Departure,IndiGo,6E 435,2025-08-17 20:15+05:30,2025-08-17 20:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6120,2025-08-17 20:15+05:30,2025-08-17 20:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6077,2025-08-17 20:05+05:30,2025-08-17 20:15+05:30,10,,,
Bangalore,Departure,Air India Express,IX 1613,2025-08-17 20:20+05:30,2025-08-17 20:20+05:30,0,,,
Bangalore,Departure,Air India,AI 2850,2025-08-17 20:25+05:30,2025-08-17 20:25+05:30,0,,,
Bangalore,Departure,Air India,AI 2818,2025-08-17 20:25+05:30,2025-08-17 20:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 309,2025-08-17 20:30+05:30,2025-08-17 20:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 975,2025-08-17 20:30+05:30,2025-08-17 20:30+05:30,0,,,
Bangalore,Departure,Shuttle America,S5 9183,2025-08-17 19:40+05:30,2025-08-17 20:35+05:30,55,,,
Bangalore,Departure,IndiGo,6E 441,2025-08-17 20:40+05:30,2025-08-17 20:40+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6406,2025-08-17 20:30+05:30,2025-08-17 20:45+05:30,15,,,
Bangalore,Departure,IndiGo,6E 5094,2025-08-17 20:45+05:30,2025-08-17 20:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6628,2025-08-17 20:50+05:30,2025-08-17 20:50+05:30,0,,,
Bangalore,Departure,Ghodawat Enterprises,OG 9183,2025-08-17 20:54+05:30,2025-08-17 20:54+05:30,0,,,
Bangalore,Departure,Emirates,EK 567,2025-08-17 20:55+05:30,2025-08-17 20:55+05:30,0,,,
Bangalore,Departure,Alliance Air,9I 547,2025-08-17 20:20+05:30,2025-08-17 21:05+05:30,45,,,
Bangalore,Departure,IndiGo,6E 152,2025-08-17 21:00+05:30,2025-08-17 21:10+05:30,10,,,
Bangalore,Departure,Shuttle America,S5 9151,2025-08-17 21:10+05:30,2025-08-17 21:10+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6162,2025-08-17 19:00+05:30,2025-08-17 21:13+05:30,133,,,
Bangalore,Departure,IndiGo,6E 6385,2025-08-17 21:00+05:30,2025-08-17 21:15+05:30,15,,,
Bangalore,Departure,IndiGo,6E 6784,2025-08-17 21:15+05:30,2025-08-17 21:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 578,2025-08-17 21:10+05:30,2025-08-17 21:20+05:30,10,,,
Bangalore,Departure,SriLankan,UL 172,2025-08-17 21:20+05:30,2025-08-17 21:20+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1366,2025-08-17 21:05+05:30,2025-08-17 21:20+05:30,15,,,
Bangalore,Departure,Air India,AI 2645,2025-08-17 21:25+05:30,2025-08-17 21:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 1610,2025-08-17 21:30+05:30,2025-08-17 21:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 2359,2025-08-17 21:45+05:30,2025-08-17 21:45+05:30,0,,,
Bangalore,Departure,AKJ,AKJ 136F,2025-08-17 21:54+05:30,2025-08-17 21:54+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1906,2025-08-17 21:55+05:30,2025-08-17 21:55+05:30,0,,,
Bangalore,Departure,Etihad,EY 239,2025-08-17 21:55+05:30,2025-08-17 21:55+05:30,0,,,
Bangalore,Departure,AKJ,AKJ 190F,2025-08-17 22:00+05:30,2025-08-17 22:00+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2897,2025-08-17 22:00+05:30,2025-08-17 22:00+05:30,0,,,
Bangalore,Departure,UPS,5X 29,2025-08-17 22:04+05:30,2025-08-17 22:04+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6562,2025-08-17 22:00+05:30,2025-08-17 22:10+05:30,10,,,
Bangalore,Departure,Gulf Air,GF 281,2025-08-17 22:20+05:30,2025-08-17 22:20+05:30,0,,,
Bangalore,Departure,IndiGo,6E 952,2025-08-17 22:20+05:30,2025-08-17 22:20+05:30,0,,,
Bangalore,Departure,IndiGo,6E 977,2025-08-17 21:50+05:30,2025-08-17 22:25+05:30,35,,,
Bangalore,Departure,IndiGo,6E 5295,2025-08-17 22:30+05:30,2025-08-17 22:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 684,2025-08-17 22:30+05:30,2025-08-17 22:30+05:30,0,,,
Bangalore,Departure,IndiGo,6E 116,2025-08-17 22:35+05:30,2025-08-17 22:35+05:30,0,,,
Bangalore,Departure,Air India,AI 2840,2025-08-17 22:45+05:30,2025-08-17 22:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 2335,2025-08-17 23:00+05:30,2025-08-17 23:00+05:30,0,,,
Bangalore,Departure,Singapore,SQ 511,2025-08-17 23:05+05:30,2025-08-17 23:05+05:30,0,,,
Bangalore,Departure,SpiceJet,SG 530,2025-08-17 23:10+05:30,2025-08-17 23:10+05:30,0,,,
Bangalore,Departure,Malindo Air,OD 242,2025-08-17 23:15+05:30,2025-08-17 23:15+05:30,0,,,
Bangalore,Departure,AirAsia,AK 52,2025-08-17 23:25+05:30,2025-08-17 23:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 458,2025-08-17 23:30+05:30,2025-08-17 23:30+05:30,0,,,
Bangalore,Departure,Thai AirAsia,FD 138,2025-08-17 23:20+05:30,2025-08-17 23:30+05:30,10,,,
Bangalore,Arrival,Air India,AI 2809,,,,2025-08-17 23:00+05:30,2025-08-18 00:01+05:30,61
Bangalore,Arrival,Japan Airlines,JL 753,,,,2025-08-18 00:15+05:30,2025-08-18 00:02+05:30,-13
Bangalore,Arrival,IndiGo,6E 6505,,,,2025-08-18 00:05+05:30,2025-08-18 00:02+05:30,-3
Bangalore,Arrival,Shuttle America,S5 9184,,,,2025-08-17 22:30+05:30,2025-08-18 00:05+05:30,95
Bangalore,Arrival,IndiGo,6E 691,,,,2025-08-18 00:05+05:30,2025-08-18 00:07+05:30,2
Bangalore,Arrival,IndiGo,6E 6466,,,,2025-08-18 00:15+05:30,2025-08-18 00:12+05:30,-3
Bangalore,Arrival,Cathay Pacific,CX 623,,,,2025-08-18 00:10+05:30,2025-08-18 00:19+05:30,9
Bangalore,Arrival,Thai Lion Air,SL 216,,,,2025-08-17 23:35+05:30,2025-08-18 00:24+05:30,49
Bangalore,Arrival,IndiGo,6E 5388,,,,2025-08-18 00:05+05:30,2025-08-18 00:29+05:30,24
Bangalore,Arrival,IndiGo,6E 996,,,,2025-08-18 00:25+05:30,2025-08-18 00:30+05:30,5
Bangalore,Arrival,IndiGo,6E 573,,,,2025-08-18 00:40+05:30,2025-08-18 00:36+05:30,-4
Bangalore,Arrival,IndiGo,6E 5355,,,,2025-08-18 00:45+05:30,2025-08-18 00:39+05:30,-6
Bangalore,Arrival,IndiGo,6E 477,,,,2025-08-18 00:40+05:30,2025-08-18 00:42+05:30,2
Bangalore,Arrival,IndiGo,6E 6803,,,,2025-08-18 00:20+05:30,2025-08-18 00:45+05:30,25
Bangalore,Arrival,Starlight Airline,QP 1350,,,,2025-08-18 00:50+05:30,2025-08-18 00:48+05:30,-2
Bangalore,Arrival,Lufthansa,LH 764,,,,2025-08-18 00:30+05:30,2025-08-18 00:58+05:30,28
Bangalore,Arrival,Air India Express,IX 2830,,,,2025-08-18 00:55+05:30,2025-08-18 01:05+05:30,10
Bangalore,Arrival,Alliance Air,9I 548,,,,2025-08-17 23:45+05:30,2025-08-18 01:05+05:30,80
Bangalore,Arrival,IndiGo,6E 6567,,,,2025-08-18 01:00+05:30,2025-08-18 01:08+05:30,8
Bangalore,Arrival,IndiGo,6E 901,,,,2025-08-18 00:50+05:30,2025-08-18 01:10+05:30,20
Bangalore,Arrival,IndiGo,6E 949,,,,2025-08-18 01:30+05:30,2025-08-18 01:23+05:30,-7
Bangalore,Arrival,IndiGo,6E 906,,,,2025-08-18 01:30+05:30,2025-08-18 01:30+05:30,0
Bangalore,Arrival,AKJ,AKJ 113E,,,,2025-08-18 01:40+05:30,2025-08-18 01:40+05:30,0
Bangalore,Arrival,IndiGo,6E 5322,,,,2025-08-18 02:05+05:30,2025-08-18 01:43+05:30,-22
Bangalore,Arrival,Starlight Airline,QP 1135,,,,2025-08-18 02:00+05:30,2025-08-18 01:54+05:30,-6
Bangalore,Arrival,Starlight Airline,QP 1738,,,,2025-08-18 01:55+05:30,2025-08-18 01:57+05:30,2
Bangalore,Arrival,Lufthansa,LH 754,,,,2025-08-18 01:20+05:30,2025-08-18 01:58+05:30,38
Bangalore,Arrival,IndiGo,6E 6121,,,,2025-08-18 02:00+05:30,2025-08-18 02:03+05:30,3
Bangalore,Arrival,Starlight Airline,QP 1541,,,,2025-08-18 01:55+05:30,2025-08-18 02:06+05:30,11
Bangalore,Arrival,Air India Express,IX 2861,,,,2025-08-18 01:00+05:30,2025-08-18 02:08+05:30,68
Bangalore,Arrival,IndiGo,6E 361,,,,2025-08-18 02:20+05:30,2025-08-18 02:10+05:30,-10
Bangalore,Arrival,IndiGo,6E 5269,,,,2025-08-18 01:55+05:30,2025-08-18 02:10+05:30,15
Bangalore,Arrival,Qatar,QR 572,,,,2025-08-18 02:30+05:30,2025-08-18 02:34+05:30,4
Bangalore,Arrival,IndiGo,6E 1302,,,,2025-08-18 02:35+05:30,2025-08-18 02:36+05:30,1
Bangalore,Arrival,Etihad,EY 232,,,,2025-08-18 02:20+05:30,2025-08-18 02:42+05:30,22
Bangalore,Arrival,Emirates,EK 568,,,,2025-08-18 02:45+05:30,2025-08-18 03:00+05:30,15
Bangalore,Arrival,Air India Express,IX 2755,,,,2025-08-18 02:55+05:30,2025-08-18 03:07+05:30,12
Bangalore,Arrival,Virgin Atlantic,VS 316,,,,2025-08-18 03:20+05:30,2025-08-18 03:31+05:30,11
Bangalore,Arrival,Air India Express,IX 484,,,,2025-08-18 03:45+05:30,2025-08-18 03:54+05:30,9
Bangalore,Arrival,Air India Express,IX 492,,,,2025-08-18 03:35+05:30,2025-08-18 04:03+05:30,28
Bangalore,Arrival,IndiGo,6E 5159,,,,2025-08-18 04:15+05:30,2025-08-18 04:04+05:30,-11
Bangalore,Arrival,IndiGo,6E 1486,,,,2025-08-18 04:05+05:30,2025-08-18 04:09+05:30,4
Bangalore,Arrival,Starlight Airline,QP 1539,,,,2025-08-18 04:10+05:30,2025-08-18 04:11+05:30,1
Bangalore,Arrival,Air Arabia,G9 496,,,,2025-08-18 03:40+05:30,2025-08-18 04:19+05:30,39
Bangalore,Arrival,IndiGo,6E 6564,,,,2025-08-18 04:30+05:30,2025-08-18 04:30+05:30,0
Bangalore,Arrival,Air India,AI 2812,,,,2025-08-18 05:05+05:30,2025-08-18 04:45+05:30,-20
Bangalore,Arrival,SalamAir,OV 783,,,,2025-08-18 04:46+05:30,2025-08-18 04:46+05:30,0
Bangalore,Arrival,Gulf Air,GF 282,,,,2025-08-18 04:55+05:30,2025-08-18 04:48+05:30,-7
Bangalore,Arrival,British,BA 119,,,,2025-08-18 04:40+05:30,2025-08-18 04:58+05:30,18
Bangalore,Arrival,Kuwait,KU 355,,,,2025-08-18 05:05+05:30,2025-08-18 05:37+05:30,32
Bangalore,Arrival,Air India,AI 2653,,,,2025-08-18 05:55+05:30,2025-08-18 05:43+05:30,-12
Bangalore,Arrival,IndiGo,6E 6422,,,,2025-08-18 06:25+05:30,2025-08-18 05:51+05:30,-34
Bangalore,Arrival,IndiGo,6E 702,,,,2025-08-18 06:40+05:30,2025-08-18 06:14+05:30,-26
Bangalore,Arrival,IndiGo,6E 887,,,,2025-08-18 06:25+05:30,2025-08-18 06:16+05:30,-9
Bangalore,Arrival,IndiGo,6E 6877,,,,2025-08-18 06:35+05:30,2025-08-18 06:32+05:30,-3
Bangalore,Arrival,Shuttle America,S5 9152,,,,2025-08-18 07:15+05:30,2025-08-18 07:07+05:30,-8
Bangalore,Arrival,Air India,AI 2409,,,,2025-08-18 07:20+05:30,2025-08-18 07:15+05:30,-5
Bangalore,Arrival,IndiGo,6E 6438,,,,2025-08-18 07:40+05:30,2025-08-18 07:26+05:30,-14
Bangalore,Arrival,IndiGo,6E 6482,,,,2025-08-18 08:05+05:30,2025-08-18 07:40+05:30,-25
Bangalore,Arrival,Air India,AI 2845,,,,2025-08-18 07:45+05:30,2025-08-18 07:41+05:30,-4
Bangalore,Arrival,Air India Express,IX 2508,,,,2025-08-18 08:00+05:30,2025-08-18 07:43+05:30,-17
Bangalore,Arrival,IndiGo,6E 413,,,,2025-08-18 07:50+05:30,2025-08-18 07:43+05:30,-7
Bangalore,Arrival,Air India,AI 526,,,,2025-08-18 08:10+05:30,2025-08-18 07:49+05:30,-21
Bangalore,Arrival,IndiGo,6E 6081,,,,2025-08-18 08:00+05:30,2025-08-18 07:50+05:30,-10
Bangalore,Arrival,IndiGo,6E 391,,,,2025-08-18 08:20+05:30,2025-08-18 08:00+05:30,-20
Bangalore,Arrival,IndiGo,6E 391,,,,2025-08-18 08:20+05:30,2025-08-18 08:00+05:30,-20
Bangalore,Arrival,IndiGo,6E 2069,,,,2025-08-18 08:20+05:30,2025-08-18 08:03+05:30,-17
Bangalore,Arrival,Ethiopian,ET 690,,,,2025-08-18 08:10+05:30,2025-08-18 08:04+05:30,-6
Bangalore,Arrival,IndiGo,6E 439,,,,2025-08-18 07:55+05:30,2025-08-18 08:12+05:30,17
Bangalore,Arrival,Oman Air,WY 281,,,,2025-08-18 07:45+05:30,2025-08-18 08:13+05:30,28
Bangalore,Arrival,Air India,AI 2603,,,,2025-08-18 08:30+05:30,2025-08-18 08:19+05:30,-11
Bangalore,Arrival,IndiGo,6E 256,,,,2025-08-18 08:30+05:30,2025-08-18 08:21+05:30,-9
Bangalore,Arrival,Air India Express,IX 2650,,,,2025-08-18 08:20+05:30,2025-08-18 08:21+05:30,1
Bangalore,Arrival,Air India,AI 2803,,,,2025-08-18 08:30+05:30,2025-08-18 08:28+05:30,-2
Bangalore,Arrival,Air India Express,IX 2712,,,,2025-08-18 08:40+05:30,2025-08-18 08:30+05:30,-10
Bangalore,Arrival,IndiGo,6E 475,,,,2025-08-18 08:40+05:30,2025-08-18 08:30+05:30,-10
Bangalore,Arrival,IndiGo,6E 771,,,,2025-08-18 09:10+05:30,2025-08-18 08:52+05:30,-18
Bangalore,Arrival,Starlight Airline,QP 577,,,,2025-08-18 08:40+05:30,2025-08-18 08:58+05:30,18
Bangalore,Arrival,IndiGo,6E 7245,,,,2025-08-18 09:05+05:30,2025-08-18 09:00+05:30,-5
Bangalore,Arrival,Starlight Airline,QP 1312,,,,2025-08-18 09:05+05:30,2025-08-18 09:04+05:30,-1
Bangalore,Arrival,Emirates,EK 564,,,,2025-08-18 08:50+05:30,2025-08-18 09:12+05:30,22
Bangalore,Arrival,IndiGo,6E 909,,,,2025-08-18 09:10+05:30,2025-08-18 09:15+05:30,5
Bangalore,Arrival,IndiGo,6E 218,,,,2025-08-18 09:30+05:30,2025-08-18 09:21+05:30,-9
