Airport Name,Flight Type,Carrier,Flight Number,Scheduled Departure (Local),Revised Departure (Local),Departure Delay (min),Scheduled Arrival (Local),Revised Arrival (Local),Arrival Delay (min)
Delhi,Departure,Jazeera,J9 410,2025-08-17 07:45+05:30,2025-08-17 08:24+05:30,39,,,
Delhi,Departure,Starlight Airline,QP 1719,2025-08-17 08:25+05:30,2025-08-17 08:25+05:30,0,,,
Delhi,Departure,Air India,AI 2355,2025-08-17 08:25+05:30,2025-08-17 08:25+05:30,0,,,
Delhi,Departure,Alliance Air,9I 691,2025-08-17 07:20+05:30,2025-08-17 08:28+05:30,68,,,
Delhi,Departure,Air India,AI 427,2025-08-17 08:30+05:30,2025-08-17 08:30+05:30,0,,,
Delhi,Departure,Air India,AI 2678,2025-08-17 08:30+05:30,2025-08-17 08:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 513,2025-08-17 08:30+05:30,2025-08-17 08:30+05:30,0,,,
Delhi,Departure,Air India Express,IX 1184,2025-08-17 08:00+05:30,2025-08-17 08:38+05:30,38,,,
Delhi,Departure,IndiGo,6E 1461,2025-08-17 08:40+05:30,2025-08-17 08:40+05:30,0,,,
Delhi,Departure,IndiGo,6E 5164,2025-08-17 09:00+05:30,2025-08-17 08:53+05:30,-7,,,
Delhi,Departure,Oman Air,WY 242,2025-08-17 08:55+05:30,2025-08-17 08:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 5074,2025-08-17 08:55+05:30,2025-08-17 08:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 2124,2025-08-17 08:55+05:30,2025-08-17 08:55+05:30,0,,,
Delhi,Departure,SpiceJet,SG 9551,2025-08-17 07:55+05:30,2025-08-17 08:57+05:30,62,,,
Delhi,Departure,Air India,AI 2963,2025-08-17 09:00+05:30,2025-08-17 09:00+05:30,0,,,
Delhi,Departure,ZZ,ZZ 900,2025-08-17 09:00+05:30,2025-08-17 09:00+05:30,0,,,
Delhi,Departure,Air India,AI 2801,2025-08-17 09:00+05:30,2025-08-17 09:00+05:30,0,,,
Delhi,Departure,Singapore,SQ 401,2025-08-17 09:00+05:30,2025-08-17 09:00+05:30,0,,,
Delhi,Departure,Starlight Airline,QP 1405,2025-08-17 09:00+05:30,2025-08-17 09:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 6107,2025-08-17 09:00+05:30,2025-08-17 09:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 1368,2025-08-17 09:05+05:30,2025-08-17 09:05+05:30,0,,,
Delhi,Departure,Air India,AI 827,2025-08-17 07:00+05:30,2025-08-17 09:09+05:30,129,,,
Delhi,Departure,IndiGo,6E 6198,2025-08-17 09:10+05:30,2025-08-17 09:10+05:30,0,,,
Delhi,Departure,SpiceJet,SG 160,2025-08-17 09:10+05:30,2025-08-17 09:10+05:30,0,,,
Delhi,Departure,Air India Express,IX 1186,2025-08-17 09:10+05:30,2025-08-17 09:10+05:30,0,,,
Delhi,Departure,SpiceJet,SG 937,2025-08-17 09:15+05:30,2025-08-17 09:15+05:30,0,,,
Delhi,Departure,IndiGo,6E 6201,2025-08-17 09:15+05:30,2025-08-17 09:15+05:30,0,,,
Delhi,Departure,SpiceJet,SG 517,2025-08-17 09:20+05:30,2025-08-17 09:20+05:30,0,,,
Delhi,Departure,Starlight Airline,QP 1352,2025-08-17 09:20+05:30,2025-08-17 09:20+05:30,0,,,
Delhi,Departure,SpiceJet,SG 185,2025-08-17 09:20+05:30,2025-08-17 09:20+05:30,0,,,
Delhi,Departure,Air India,AI 2467,2025-08-17 09:20+05:30,2025-08-17 09:20+05:30,0,,,
Delhi,Departure,IndiGo,6E 1081,2025-08-17 09:25+05:30,2025-08-17 09:22+05:30,-3,,,
Delhi,Departure,IndiGo,6E 2049,2025-08-17 09:30+05:30,2025-08-17 09:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 5044,2025-08-17 09:30+05:30,2025-08-17 09:30+05:30,0,,,
Delhi,Departure,Air India,AI 2529,2025-08-17 09:30+05:30,2025-08-17 09:30+05:30,0,,,
Delhi,Departure,Ethiopian,ET 689,2025-08-17 09:35+05:30,2025-08-17 09:35+05:30,0,,,
Delhi,Departure,Air India,AI 2542,2025-08-17 09:40+05:30,2025-08-17 09:40+05:30,0,,,
Delhi,Departure,Air India,AI 2415,2025-08-17 09:40+05:30,2025-08-17 09:40+05:30,0,,,
Delhi,Departure,Air India,AI 2764,2025-08-17 09:40+05:30,2025-08-17 09:40+05:30,0,,,
Delhi,Departure,IndiGo,6E 2356,2025-08-17 09:40+05:30,2025-08-17 09:40+05:30,0,,,
Delhi,Departure,Air India,AI 499,2025-08-17 09:45+05:30,2025-08-17 09:45+05:30,0,,,
Delhi,Departure,Air India,AI 917,2025-08-17 09:50+05:30,2025-08-17 09:50+05:30,0,,,
Delhi,Departure,Etihad,EY 213,2025-08-17 09:15+05:30,2025-08-17 09:54+05:30,39,,,
Delhi,Departure,Air India Express,IX 1182,2025-08-17 09:55+05:30,2025-08-17 09:55+05:30,0,,,
Delhi,Departure,Alliance Air,9I 851,2025-08-17 09:55+05:30,2025-08-17 09:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 2644,2025-08-17 09:55+05:30,2025-08-17 09:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 6328,2025-08-17 10:00+05:30,2025-08-17 10:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 7442,2025-08-17 10:00+05:30,2025-08-17 10:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 2373,2025-08-17 10:00+05:30,2025-08-17 10:00+05:30,0,,,
Delhi,Departure,Air India,AI 2571,2025-08-17 09:30+05:30,2025-08-17 10:03+05:30,33,,,
Delhi,Departure,British,BA 256,2025-08-17 10:05+05:30,2025-08-17 10:05+05:30,0,,,
Delhi,Departure,SpiceJet,SG 127,2025-08-17 05:00+05:30,2025-08-17 10:05+05:30,305,,,
Delhi,Departure,Air India Express,IX 1067,2025-08-17 10:10+05:30,2025-08-17 10:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 2038,2025-08-17 10:10+05:30,2025-08-17 10:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 2277,2025-08-17 10:10+05:30,2025-08-17 10:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 2625,2025-08-17 10:10+05:30,2025-08-17 10:10+05:30,0,,,
Delhi,Departure,Air India,AI 2995,2025-08-17 10:15+05:30,2025-08-17 10:15+05:30,0,,,
Delhi,Departure,IndiGo,6E 1726,2025-08-17 10:15+05:30,2025-08-17 10:15+05:30,0,,,
Delhi,Departure,Air India,AI 2456,2025-08-17 10:20+05:30,2025-08-17 10:20+05:30,0,,,
Delhi,Departure,Air India Express,IX 1561,2025-08-17 10:25+05:30,2025-08-17 10:25+05:30,0,,,
Delhi,Departure,IndiGo,6E 5118,2025-08-17 10:25+05:30,2025-08-17 10:25+05:30,0,,,
Delhi,Departure,Qatar,QR 571,2025-08-17 10:25+05:30,2025-08-17 10:25+05:30,0,,,
Delhi,Departure,Starlight Airline,QP 1411,2025-08-17 10:00+05:30,2025-08-17 10:34+05:30,34,,,
Delhi,Departure,SpiceJet,SG 2951,2025-08-17 10:00+05:30,2025-08-17 10:35+05:30,35,,,
Delhi,Departure,Air India Express,IX 2564,2025-08-17 10:40+05:30,2025-08-17 10:40+05:30,0,,,
Delhi,Departure,IndiGo,6E 2127,2025-08-17 10:45+05:30,2025-08-17 10:45+05:30,0,,,
Delhi,Departure,Air India,AI 2715,2025-08-17 10:45+05:30,2025-08-17 10:45+05:30,0,,,
Delhi,Departure,Air India,AI 2627,2025-08-17 10:45+05:30,2025-08-17 10:45+05:30,0,,,
Delhi,Departure,IndiGo,6E 2065,2025-08-17 10:45+05:30,2025-08-17 10:45+05:30,0,,,
Delhi,Departure,Starlight Airline,QP 1625,2025-08-17 10:50+05:30,2025-08-17 10:50+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1000,2025-08-17 10:00+05:30,2025-08-17 10:53+05:30,53,,,
Delhi,Departure,Air India,AI 2115,2025-08-17 10:55+05:30,2025-08-17 10:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 5076,2025-08-17 10:55+05:30,2025-08-17 10:55+05:30,0,,,
Delhi,Departure,Bhutan,B3 774,2025-08-17 10:55+05:30,2025-08-17 10:55+05:30,0,,,
Delhi,Departure,Air India,AI 2523,2025-08-17 10:55+05:30,2025-08-17 10:55+05:30,0,,,
Delhi,Departure,Emirates,EK 511,2025-08-17 11:00+05:30,2025-08-17 11:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 2283,2025-08-17 11:00+05:30,2025-08-17 11:00+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1100,2025-08-17 11:00+05:30,2025-08-17 11:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 6047,2025-08-17 11:00+05:30,2025-08-17 11:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 2583,2025-08-17 11:05+05:30,2025-08-17 11:05+05:30,0,,,
Delhi,Departure,IndiGo,6E 1153,2025-08-17 11:05+05:30,2025-08-17 11:05+05:30,0,,,
Delhi,Departure,Air India,AI 2859,2025-08-17 10:20+05:30,2025-08-17 11:07+05:30,47,,,
Delhi,Departure,Air India Express,IX 1198,2025-08-17 11:10+05:30,2025-08-17 11:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 5182,2025-08-17 11:10+05:30,2025-08-17 11:10+05:30,0,,,
Delhi,Departure,Air India,AI 857,2025-08-17 11:10+05:30,2025-08-17 11:10+05:30,0,,,
Delhi,Departure,Virgin Atlantic,VS 301,2025-08-17 11:15+05:30,2025-08-17 11:15+05:30,0,,,
Delhi,Departure,IndiGo,6E 5387,2025-08-17 11:15+05:30,2025-08-17 11:15+05:30,0,,,
Delhi,Departure,Air India,AI 2458,2025-08-17 11:20+05:30,2025-08-17 11:20+05:30,0,,,
Delhi,Departure,IndiGo,6E 6821,2025-08-17 11:30+05:30,2025-08-17 11:28+05:30,-2,,,
Delhi,Departure,IndiGo,6E 2434,2025-08-17 11:30+05:30,2025-08-17 11:30+05:30,0,,,
Delhi,Departure,Air India,AI 2332,2025-08-17 11:00+05:30,2025-08-17 11:32+05:30,32,,,
Delhi,Departure,Air India,AI 2717,2025-08-17 11:35+05:30,2025-08-17 11:35+05:30,0,,,
Delhi,Departure,Thai  International,TG 324,2025-08-17 11:40+05:30,2025-08-17 11:40+05:30,0,,,
Delhi,Departure,IndiGo,6E 2331,2025-08-17 11:40+05:30,2025-08-17 11:40+05:30,0,,,
Delhi,Departure,Air India,AI 2945,2025-08-17 11:40+05:30,2025-08-17 11:40+05:30,0,,,
Delhi,Departure,Air India,AI 2425,2025-08-17 10:55+05:30,2025-08-17 11:43+05:30,48,,,
Delhi,Departure,Air India Express,IX 1152,2025-08-17 11:45+05:30,2025-08-17 11:45+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1015,2025-08-17 10:15+05:30,2025-08-17 11:47+05:30,92,,,
Delhi,Departure,SpiceJet,SG 125,2025-08-17 08:55+05:30,2025-08-17 11:54+05:30,179,,,
Delhi,Departure,IndiGo,6E 2101,2025-08-17 11:55+05:30,2025-08-17 11:55+05:30,0,,,
Delhi,Arrival,Air India,AI 315,,,,2025-08-17 12:20+05:30,2025-08-17 12:07+05:30,-13
Delhi,Arrival,Air India Express,IX 1029,,,,2025-08-17 12:10+05:30,2025-08-17 12:10+05:30,0
Delhi,Arrival,IndiGo,6E 5249,,,,2025-08-17 12:20+05:30,2025-08-17 12:12+05:30,-8
Delhi,Arrival,Ariana Afghan,FG 311,,,,2025-08-17 12:45+05:30,2025-08-17 12:15+05:30,-30
Delhi,Arrival,Air India,AI 2430,,,,2025-08-17 12:15+05:30,2025-08-17 12:15+05:30,0
Delhi,Arrival,IndiGo,6E 6052,,,,2025-08-17 12:20+05:30,2025-08-17 12:18+05:30,-2
Delhi,Arrival,IndiGo,6E 5198,,,,2025-08-17 12:30+05:30,2025-08-17 12:19+05:30,-11
Delhi,Arrival,IndiGo,6E 6373,,,,2025-08-17 13:00+05:30,2025-08-17 12:20+05:30,-40
Delhi,Arrival,Air India,AI 2634,,,,2025-08-17 12:25+05:30,2025-08-17 12:25+05:30,0
Delhi,Arrival,IndiGo,6E 2374,,,,2025-08-17 12:40+05:30,2025-08-17 12:25+05:30,-15
Delhi,Arrival,Air India Express,IX 1117,,,,2025-08-17 12:35+05:30,2025-08-17 12:28+05:30,-7
Delhi,Arrival,IndiGo,6E 2706,,,,2025-08-17 12:35+05:30,2025-08-17 12:29+05:30,-6
Delhi,Arrival,Kam Air,RQ 4401,,,,2025-08-17 12:50+05:30,2025-08-17 12:29+05:30,-21
Delhi,Arrival,IndiGo,6E 1152,,,,2025-08-17 12:30+05:30,2025-08-17 12:30+05:30,0
Delhi,Arrival,SpiceJet,SG 126,,,,2025-08-17 12:30+05:30,2025-08-17 12:30+05:30,0
Delhi,Arrival,IndiGo,6E 2111,,,,2025-08-17 12:30+05:30,2025-08-17 12:30+05:30,0
Delhi,Arrival,Air India,AI 2994,,,,2025-08-17 12:45+05:30,2025-08-17 12:31+05:30,-14
Delhi,Arrival,Air India,AI 2706,,,,2025-08-17 13:00+05:30,2025-08-17 12:34+05:30,-26
Delhi,Arrival,IndiGo,6E 6202,,,,2025-08-17 13:10+05:30,2025-08-17 12:38+05:30,-32
Delhi,Arrival,Air India,AI 2543,,,,2025-08-17 12:40+05:30,2025-08-17 12:40+05:30,0
Delhi,Arrival,Air India,AI 2836,,,,2025-08-17 12:45+05:30,2025-08-17 12:41+05:30,-4
Delhi,Arrival,Air India,AI 828,,,,2025-08-17 11:00+05:30,2025-08-17 12:41+05:30,101
Delhi,Arrival,IndiGo,6E 2015,,,,2025-08-17 13:00+05:30,2025-08-17 12:46+05:30,-14
Delhi,Arrival,SpiceJet,SG 42,,,,2025-08-17 13:10+05:30,2025-08-17 12:49+05:30,-21
Delhi,Arrival,IndiGo,6E 7443,,,,2025-08-17 12:50+05:30,2025-08-17 12:49+05:30,-1
Delhi,Arrival,IndiGo,6E 2102,,,,2025-08-17 13:00+05:30,2025-08-17 12:53+05:30,-7
Delhi,Arrival,IndiGo,6E 2008,,,,2025-08-17 13:20+05:30,2025-08-17 12:56+05:30,-24
Delhi,Arrival,IndiGo,6E 2137,,,,2025-08-17 13:10+05:30,2025-08-17 12:59+05:30,-11
Delhi,Arrival,IndiGo,6E 2099,,,,2025-08-17 13:00+05:30,2025-08-17 13:00+05:30,0
Delhi,Arrival,Air India,AI 106,,,,2025-08-17 13:00+05:30,2025-08-17 13:00+05:30,0
Delhi,Arrival,Air India,AI 2406,,,,2025-08-17 13:10+05:30,2025-08-17 13:02+05:30,-8
Delhi,Arrival,SpiceJet,SG 477,,,,2025-08-17 13:45+05:30,2025-08-17 13:06+05:30,-39
Delhi,Arrival,Air India,AI 2612,,,,2025-08-17 13:10+05:30,2025-08-17 13:07+05:30,-3
Delhi,Arrival,Alliance Air,9I 804,,,,2025-08-17 13:10+05:30,2025-08-17 13:10+05:30,0
Delhi,Arrival,IndiGo,6E 2771,,,,2025-08-17 13:10+05:30,2025-08-17 13:10+05:30,0
Delhi,Arrival,Starlight Airline,QP 1406,,,,2025-08-17 13:20+05:30,2025-08-17 13:19+05:30,-1
Delhi,Arrival,Air India Express,IX 1129,,,,2025-08-17 13:20+05:30,2025-08-17 13:20+05:30,0
Delhi,Arrival,IndiGo,6E 6827,,,,2025-08-17 13:30+05:30,2025-08-17 13:22+05:30,-8
Delhi,Arrival,IndiGo,6E 6143,,,,2025-08-17 13:40+05:30,2025-08-17 13:24+05:30,-16
Delhi,Arrival,SpiceJet,SG 2451,,,,2025-08-17 13:25+05:30,2025-08-17 13:25+05:30,0
Delhi,Arrival,Air India,AI 446,,,,2025-08-17 13:30+05:30,2025-08-17 13:30+05:30,0
Delhi,Arrival,IndiGo,6E 175,,,,2025-08-17 13:30+05:30,2025-08-17 13:30+05:30,0
Delhi,Arrival,IndiGo,6E 6002,,,,2025-08-17 13:40+05:30,2025-08-17 13:33+05:30,-7
Delhi,Arrival,IndiGo,6E 2195,,,,2025-08-17 13:45+05:30,2025-08-17 13:40+05:30,-5
Delhi,Arrival,IndiGo,6E 2074,,,,2025-08-17 13:55+05:30,2025-08-17 13:45+05:30,-10
Delhi,Arrival,Air India,AI 2652,,,,2025-08-17 13:55+05:30,2025-08-17 13:51+05:30,-4
Delhi,Arrival,Air India,AI 102,,,,2025-08-17 13:55+05:30,2025-08-17 13:55+05:30,0
Delhi,Arrival,Air India,AI 2419,,,,2025-08-17 13:55+05:30,2025-08-17 13:55+05:30,0
Delhi,Arrival,IndiGo,6E 2380,,,,2025-08-17 14:10+05:30,2025-08-17 13:56+05:30,-14
Delhi,Arrival,Air India,AI 156,,,,2025-08-17 09:50+05:30,2025-08-17 13:58+05:30,248
Delhi,Arrival,Air India Express,IX 1037,,,,2025-08-17 12:55+05:30,2025-08-17 14:00+05:30,65
Delhi,Arrival,ZZ,ZZ 1400,,,,2025-08-17 14:00+05:30,2025-08-17 14:00+05:30,0
Delhi,Arrival,IndiGo,6E 6031,,,,2025-08-17 14:25+05:30,2025-08-17 14:00+05:30,-25
Delhi,Arrival,Air India,AI 2457,,,,2025-08-17 14:05+05:30,2025-08-17 14:05+05:30,0
Delhi,Arrival,Air India,AI 486,,,,2025-08-17 14:20+05:30,2025-08-17 14:07+05:30,-13
Delhi,Arrival,IndiGo,6E 2416,,,,2025-08-17 14:10+05:30,2025-08-17 14:10+05:30,0
Delhi,Arrival,Etihad,EY 214,,,,2025-08-17 14:10+05:30,2025-08-17 14:10+05:30,0
Delhi,Arrival,Starlight Airline,QP 1343,,,,2025-08-17 14:15+05:30,2025-08-17 14:15+05:30,0
Delhi,Arrival,IndiGo,6E 5239,,,,2025-08-17 14:15+05:30,2025-08-17 14:15+05:30,0
Delhi,Arrival,Air India,AI 858,,,,2025-08-17 14:40+05:30,2025-08-17 14:16+05:30,-24
Delhi,Arrival,SpiceJet,SG 914,,,,2025-08-17 14:20+05:30,2025-08-17 14:20+05:30,0
Delhi,Arrival,IndiGo,6E 2584,,,,2025-08-17 14:30+05:30,2025-08-17 14:30+05:30,0
Delhi,Arrival,IndiGo,6E 6358,,,,2025-08-17 15:00+05:30,2025-08-17 14:30+05:30,-30
Delhi,Arrival,IndiGo,6E 869,,,,2025-08-17 14:40+05:30,2025-08-17 14:30+05:30,-10
Delhi,Arrival,Air India,AI 2908,,,,2025-08-17 14:35+05:30,2025-08-17 14:35+05:30,0
Delhi,Arrival,IndiGo,6E 2356,,,,2025-08-17 14:40+05:30,2025-08-17 14:37+05:30,-3
Delhi,Arrival,IndiGo,6E 6028,,,,2025-08-17 14:40+05:30,2025-08-17 14:40+05:30,0
Delhi,Arrival,Emirates,EK 516,,,,2025-08-17 14:45+05:30,2025-08-17 14:45+05:30,0
Delhi,Arrival,Air India,AI 2716,,,,2025-08-17 14:55+05:30,2025-08-17 14:47+05:30,-8
Delhi,Arrival,Air India,AI 2770,,,,2025-08-17 15:15+05:30,2025-08-17 14:47+05:30,-28
Delhi,Arrival,Nepal,RA 217,,,,2025-08-17 14:50+05:30,2025-08-17 14:50+05:30,0
Delhi,Arrival,Air India,AI 822,,,,2025-08-17 14:55+05:30,2025-08-17 14:55+05:30,0
Delhi,Arrival,Air India,AI 2952,,,,2025-08-17 14:55+05:30,2025-08-17 14:55+05:30,0
Delhi,Arrival,Air India,AI 500,,,,2025-08-17 14:55+05:30,2025-08-17 14:55+05:30,0
Delhi,Arrival,IndiGo,6E 6822,,,,2025-08-17 15:00+05:30,2025-08-17 14:56+05:30,-4
Delhi,Arrival,Air India Express,IX 1128,,,,2025-08-17 15:05+05:30,2025-08-17 14:59+05:30,-6
Delhi,Arrival,Air India Express,IX 2581,,,,2025-08-17 15:05+05:30,2025-08-17 15:05+05:30,0
Delhi,Arrival,Air India,AI 2476,,,,2025-08-17 15:20+05:30,2025-08-17 15:05+05:30,-15
Delhi,Arrival,Air India,AI 2524,,,,2025-08-17 15:15+05:30,2025-08-17 15:07+05:30,-8
Delhi,Arrival,ZZ,ZZ 1430,,,,2025-08-17 14:30+05:30,2025-08-17 15:08+05:30,38
Delhi,Arrival,Air India,AI 2572,,,,2025-08-17 15:15+05:30,2025-08-17 15:12+05:30,-3
Delhi,Arrival,Starlight Airline,QP 1127,,,,2025-08-17 15:15+05:30,2025-08-17 15:15+05:30,0
Delhi,Arrival,Air India,AI 2473,,,,2025-08-17 15:20+05:30,2025-08-17 15:20+05:30,0
Delhi,Arrival,IndiGo,6E 2402,,,,2025-08-17 15:20+05:30,2025-08-17 15:20+05:30,0
Delhi,Arrival,Air India Express,IX 2156,,,,2025-08-17 15:40+05:30,2025-08-17 15:26+05:30,-14
Delhi,Arrival,Thai AirAsia X,XJ 230,,,,2025-08-17 15:50+05:30,2025-08-17 15:28+05:30,-22
Delhi,Arrival,Air India,AI 2146,,,,2025-08-17 15:35+05:30,2025-08-17 15:28+05:30,-7
Delhi,Arrival,SpiceJet,SG 161,,,,2025-08-17 15:30+05:30,2025-08-17 15:30+05:30,0
Delhi,Arrival,Japan Airlines,JL 39,,,,2025-08-17 16:00+05:30,2025-08-17 15:30+05:30,-30
Delhi,Arrival,Air India Express,IX 1192,,,,2025-08-17 15:55+05:30,2025-08-17 15:31+05:30,-24
Delhi,Arrival,IndiGo,6E 2739,,,,2025-08-17 15:55+05:30,2025-08-17 15:32+05:30,-23
Delhi,Arrival,ANA,NH 837,,,,2025-08-17 16:30+05:30,2025-08-17 15:33+05:30,-57
Delhi,Arrival,Air India,AI 2416,,,,2025-08-17 15:45+05:30,2025-08-17 15:34+05:30,-11
Delhi,Arrival,Alliance Air,9I 638,,,,2025-08-17 15:35+05:30,2025-08-17 15:35+05:30,0
Delhi,Arrival,IndiGo,6E 1154,,,,2025-08-17 15:35+05:30,2025-08-17 15:35+05:30,0
Delhi,Arrival,Air India,AI 424,,,,2025-08-17 14:55+05:30,2025-08-17 15:39+05:30,44
Delhi,Arrival,Air India,AI 188,,,,2025-08-17 14:40+05:30,2025-08-17 15:43+05:30,63
Delhi,Arrival,IndiGo,6E 615,,,,2025-08-17 15:45+05:30,2025-08-17 15:45+05:30,0
Delhi,Arrival,IndiGo,6E 7325,,,,2025-08-17 15:45+05:30,2025-08-17 15:45+05:30,0
Delhi,Arrival,Air India,AI 2468,,,,2025-08-17 16:00+05:30,2025-08-17 15:52+05:30,-8
Delhi,Arrival,IndiGo,6E 2091,,,,2025-08-17 15:55+05:30,2025-08-17 15:55+05:30,0
Delhi,Arrival,IndiGo,6E 6043,,,,2025-08-17 16:10+05:30,2025-08-17 15:55+05:30,-15
Delhi,Arrival,IndiGo,6E 2381,,,,2025-08-17 15:55+05:30,2025-08-17 15:55+05:30,0
Delhi,Arrival,SpiceJet,SG 128,,,,2025-08-17 08:05+05:30,2025-08-17 15:56+05:30,471
Delhi,Arrival,IndiGo,6E 2192,,,,2025-08-17 16:10+05:30,2025-08-17 15:58+05:30,-12
Delhi,Arrival,Air India,AI 174,,,,2025-08-17 16:20+05:30,2025-08-17 16:02+05:30,-18
Delhi,Arrival,Air India,AI 2726,,,,2025-08-17 16:45+05:30,2025-08-17 16:05+05:30,-40
Delhi,Arrival,IndiGo,6E 1308,,,,2025-08-17 15:00+05:30,2025-08-17 16:05+05:30,65
Delhi,Arrival,Alliance Air,9I 852,,,,2025-08-17 16:15+05:30,2025-08-17 16:15+05:30,0
Delhi,Arrival,IndiGo,6E 2285,,,,2025-08-17 16:15+05:30,2025-08-17 16:15+05:30,0
Delhi,Arrival,Air India,AI 2498,,,,2025-08-17 16:25+05:30,2025-08-17 16:15+05:30,-10
Delhi,Arrival,IndiGo,6E 2305,,,,2025-08-17 16:20+05:30,2025-08-17 16:16+05:30,-4
Delhi,Arrival,Air India,AI 2403,,,,2025-08-17 16:35+05:30,2025-08-17 16:18+05:30,-17
Delhi,Arrival,Starlight Airline,QP 1881,,,,2025-08-17 16:20+05:30,2025-08-17 16:20+05:30,0
Delhi,Arrival,IndiGo,6E 2388,,,,2025-08-17 16:25+05:30,2025-08-17 16:25+05:30,0
Delhi,Arrival,IndiGo,6E 2243,,,,2025-08-17 16:25+05:30,2025-08-17 16:25+05:30,0
Delhi,Arrival,Air India,AI 2530,,,,2025-08-17 16:25+05:30,2025-08-17 16:25+05:30,0
Delhi,Arrival,I A W,IA 443,,,,2025-08-17 15:00+05:30,2025-08-17 16:28+05:30,88
Delhi,Arrival,Air India Express,IX 1208,,,,2025-08-17 15:35+05:30,2025-08-17 16:30+05:30,55
Delhi,Arrival,IndiGo,6E 2039,,,,2025-08-17 15:45+05:30,2025-08-17 16:30+05:30,45
Delhi,Arrival,IndiGo,6E 5183,,,,2025-08-17 16:35+05:30,2025-08-17 16:32+05:30,-3
Delhi,Arrival,Alliance Air,9I 712,,,,2025-08-17 16:35+05:30,2025-08-17 16:35+05:30,0
Delhi,Arrival,IndiGo,6E 2417,,,,2025-08-17 16:35+05:30,2025-08-17 16:35+05:30,0
Delhi,Arrival,ZZ,ZZ 1640,,,,2025-08-17 16:40+05:30,2025-08-17 16:40+05:30,0
Delhi,Arrival,IndiGo,6E 1074,,,,2025-08-17 16:40+05:30,2025-08-17 16:40+05:30,0
Delhi,Arrival,IndiGo,6E 2284,,,,2025-08-17 16:40+05:30,2025-08-17 16:40+05:30,0
Delhi,Arrival,Air India Express,IX 1185,,,,2025-08-17 16:45+05:30,2025-08-17 16:45+05:30,0
Delhi,Arrival,Air India,AI 2622,,,,2025-08-17 16:45+05:30,2025-08-17 16:45+05:30,0
Delhi,Arrival,Air India,AI 357,,,,2025-08-17 16:45+05:30,2025-08-17 16:45+05:30,0
Delhi,Arrival,Air India,AI 218,,,,2025-08-17 15:35+05:30,2025-08-17 16:45+05:30,70
Delhi,Arrival,Air India,AI 2628,,,,2025-08-17 16:55+05:30,2025-08-17 16:47+05:30,-8
Delhi,Arrival,ZZ,ZZ 1530,,,,2025-08-17 15:30+05:30,2025-08-17 16:48+05:30,78
Delhi,Arrival,IndiGo,6E 6313,,,,2025-08-17 17:05+05:30,2025-08-17 16:53+05:30,-12
Delhi,Arrival,Air India,AI 2944,,,,2025-08-17 16:55+05:30,2025-08-17 16:55+05:30,0
Delhi,Arrival,Air India,AI 882,,,,2025-08-17 16:55+05:30,2025-08-17 16:55+05:30,0
Delhi,Arrival,Korean Air,KE 497,,,,2025-08-17 17:10+05:30,2025-08-17 16:58+05:30,-12
Delhi,Arrival,Alliance Air,9I 644,,,,2025-08-17 17:00+05:30,2025-08-17 17:00+05:30,0
Delhi,Arrival,IndiGo,6E 2702,,,,2025-08-17 17:00+05:30,2025-08-17 17:00+05:30,0
Delhi,Arrival,IndiGo,6E 2396,,,,2025-08-17 17:00+05:30,2025-08-17 17:00+05:30,0
Delhi,Arrival,IndiGo,6E 2328,,,,2025-08-17 17:10+05:30,2025-08-17 17:01+05:30,-9
Delhi,Arrival,Starlight Airline,QP 1379,,,,2025-08-17 17:10+05:30,2025-08-17 17:10+05:30,0
Delhi,Arrival,IndiGo,6E 2097,,,,2025-08-17 17:15+05:30,2025-08-17 17:12+05:30,-3
Delhi,Arrival,IndiGo,6E 2219,,,,2025-08-17 17:15+05:30,2025-08-17 17:12+05:30,-3
Delhi,Arrival,Air India,AI 930,,,,2025-08-17 15:55+05:30,2025-08-17 17:13+05:30,78
Delhi,Arrival,Air India,AI 2624,,,,2025-08-17 17:15+05:30,2025-08-17 17:15+05:30,0
Delhi,Arrival,IndiGo,6E 6704,,,,2025-08-17 17:15+05:30,2025-08-17 17:15+05:30,0
Delhi,Arrival,Air India Express,IX 2762,,,,2025-08-17 17:20+05:30,2025-08-17 17:20+05:30,0
