Airport Name,Flight Type,Carrier,Flight Number,Scheduled Departure (Local),Revised Departure (Local),Departure Delay (min),Scheduled Arrival (Local),Revised Arrival (Local),Arrival Delay (min)
Delhi,Arrival,IndiGo,6E 6480,,,,2025-08-15 23:30+05:30,2025-08-16 00:00+05:30,30
Delhi,Arrival,IndiGo,6E 5347,,,,2025-08-15 23:25+05:30,2025-08-16 00:00+05:30,35
Delhi,Arrival,IndiGo,6E 6262,,,,2025-08-16 00:05+05:30,2025-08-16 00:01+05:30,-4
Delhi,Arrival,Lufthansa,LH 762,,,,2025-08-15 23:55+05:30,2025-08-16 00:03+05:30,8
Delhi,Arrival,Air France,AF 226,,,,2025-08-15 22:50+05:30,2025-08-16 00:05+05:30,75
Delhi,Arrival,Air India,AI 2478,,,,2025-08-16 00:20+05:30,2025-08-16 00:08+05:30,-12
Delhi,Arrival,Air India,AI 162,,,,2025-08-16 00:10+05:30,2025-08-16 00:10+05:30,0
Delhi,Arrival,Air Astana,KC 963,,,,2025-08-16 00:10+05:30,2025-08-16 00:10+05:30,0
Delhi,Arrival,Thai  International,TG 335,,,,2025-08-16 00:25+05:30,2025-08-16 00:17+05:30,-8
Delhi,Arrival,Air India,AI 2979,,,,2025-08-16 00:25+05:30,2025-08-16 00:22+05:30,-3
Delhi,Arrival,IndiGo,6E 2415,,,,2025-08-16 01:00+05:30,2025-08-16 00:24+05:30,-36
Delhi,Arrival,IndiGo,6E 2359,,,,2025-08-16 00:35+05:30,2025-08-16 00:28+05:30,-7
Delhi,Arrival,Air India,AI 896,,,,2025-08-16 01:00+05:30,2025-08-16 00:29+05:30,-31
Delhi,Arrival,Air India,AI 389,,,,2025-08-16 00:40+05:30,2025-08-16 00:37+05:30,-3
Delhi,Arrival,Air India,AI 2448,,,,2025-08-16 01:10+05:30,2025-08-16 00:45+05:30,-25
Delhi,Arrival,IndiGo,6E 651,,,,2025-08-16 00:45+05:30,2025-08-16 00:45+05:30,0
Delhi,Arrival,IndiGo,6E 2166,,,,2025-08-16 01:10+05:30,2025-08-16 00:48+05:30,-22
Delhi,Arrival,IndiGo,6E 5078,,,,2025-08-16 01:20+05:30,2025-08-16 00:53+05:30,-27
Delhi,Arrival,SpiceJet,SG 710,,,,2025-08-16 00:55+05:30,2025-08-16 00:55+05:30,0
Delhi,Arrival,IndiGo,6E 2385,,,,2025-08-16 01:10+05:30,2025-08-16 00:56+05:30,-14
Delhi,Arrival,IndiGo,6E 6072,,,,2025-08-16 01:00+05:30,2025-08-16 01:00+05:30,0
Delhi,Arrival,Air India Express,IX 1040,,,,2025-08-16 01:30+05:30,2025-08-16 01:08+05:30,-22
Delhi,Arrival,IndiGo,6E 2035,,,,2025-08-16 01:10+05:30,2025-08-16 01:09+05:30,-1
Delhi,Arrival,IndiGo,6E 2344,,,,2025-08-16 01:10+05:30,2025-08-16 01:10+05:30,0
Delhi,Arrival,IndiGo,6E 2278,,,,2025-08-16 01:20+05:30,2025-08-16 01:12+05:30,-8
Delhi,Arrival,IndiGo,6E 2409,,,,2025-08-16 01:20+05:30,2025-08-16 01:13+05:30,-7
Delhi,Arrival,IndiGo,6E 2335,,,,2025-08-16 02:00+05:30,2025-08-16 01:19+05:30,-41
Delhi,Arrival,IndiGo,6E 2202,,,,2025-08-16 01:20+05:30,2025-08-16 01:20+05:30,0
Delhi,Arrival,Air India,AI 2988,,,,2025-08-16 01:20+05:30,2025-08-16 01:20+05:30,0
Delhi,Arrival,SpiceJet,SG 530,,,,2025-08-16 02:10+05:30,2025-08-16 01:25+05:30,-45
Delhi,Arrival,ZZ,ZZ 2200,,,,2025-08-15 22:00+05:30,2025-08-16 01:30+05:30,210
Delhi,Arrival,IndiGo,6E 6076,,,,2025-08-16 02:00+05:30,2025-08-16 01:30+05:30,-30
Delhi,Arrival,Air India,AI 2026,,,,2025-08-16 00:50+05:30,2025-08-16 01:31+05:30,41
Delhi,Arrival,IndiGo,6E 2007,,,,2025-08-16 02:00+05:30,2025-08-16 01:38+05:30,-22
Delhi,Arrival,Air India,AI 2303,,,,2025-08-16 01:40+05:30,2025-08-16 01:39+05:30,-1
Delhi,Arrival,Air India,AI 532,,,,2025-08-16 01:45+05:30,2025-08-16 01:45+05:30,0
Delhi,Arrival,ITA,AZ 770,,,,2025-08-16 01:10+05:30,2025-08-16 01:51+05:30,41
Delhi,Arrival,Qatar,QR 578,,,,2025-08-16 01:55+05:30,2025-08-16 01:55+05:30,0
Delhi,Arrival,KLM,KL 871,,,,2025-08-16 01:55+05:30,2025-08-16 01:55+05:30,0
Delhi,Arrival,Ethiopian,ET 688,,,,2025-08-16 01:20+05:30,2025-08-16 01:57+05:30,37
Delhi,Arrival,IndiGo,6E 6021,,,,2025-08-16 02:00+05:30,2025-08-16 01:58+05:30,-2
Delhi,Arrival,IndiGo,6E 2279,,,,2025-08-16 02:30+05:30,2025-08-16 02:04+05:30,-26
Delhi,Arrival,Thai  International,TG 331,,,,2025-08-16 02:15+05:30,2025-08-16 02:04+05:30,-11
Delhi,Arrival,IndiGo,6E 2776,,,,2025-08-16 02:10+05:30,2025-08-16 02:10+05:30,0
Delhi,Arrival,ZZ,ZZ 140,,,,2025-08-16 01:40+05:30,2025-08-16 02:12+05:30,32
Delhi,Arrival,Air India,AI 916,,,,2025-08-16 01:40+05:30,2025-08-16 02:16+05:30,36
Delhi,Arrival,IndiGo,6E 6512,,,,2025-08-15 23:15+05:30,2025-08-16 02:16+05:30,181
Delhi,Arrival,Air India Express,IX 1016,,,,2025-08-16 02:20+05:30,2025-08-16 02:20+05:30,0
Delhi,Arrival,Air India Express,IX 1201,,,,2025-08-16 02:55+05:30,2025-08-16 02:20+05:30,-35
Delhi,Arrival,Air India,AI 2383,,,,2025-08-16 03:00+05:30,2025-08-16 02:29+05:30,-31
Delhi,Arrival,Emirates,EK 512,,,,2025-08-16 02:35+05:30,2025-08-16 02:32+05:30,-3
Delhi,Arrival,LOT - Polish,LO 71,,,,2025-08-16 02:55+05:30,2025-08-16 02:36+05:30,-19
Delhi,Arrival,Air India Express,IX 1110,,,,2025-08-16 03:05+05:30,2025-08-16 02:43+05:30,-22
Delhi,Arrival,Air India,AI 480,,,,2025-08-16 03:00+05:30,2025-08-16 02:46+05:30,-14
Delhi,Arrival,Air India Express,IX 1124,,,,2025-08-16 02:55+05:30,2025-08-16 02:48+05:30,-7
Delhi,Arrival,Air India,AI 506,,,,2025-08-16 03:00+05:30,2025-08-16 02:55+05:30,-5
Delhi,Arrival,Air India,AI 2814,,,,2025-08-16 02:55+05:30,2025-08-16 02:55+05:30,0
Delhi,Arrival,Air India,AI 2986,,,,2025-08-16 03:00+05:30,2025-08-16 02:55+05:30,-5
Delhi,Arrival,Air India,AI 456,,,,2025-08-16 03:05+05:30,2025-08-16 03:05+05:30,0
Delhi,Arrival,Aeroflot,SU 232,,,,2025-08-16 03:20+05:30,2025-08-16 03:08+05:30,-12
Delhi,Arrival,IndiGo,6E 1464,,,,2025-08-16 03:10+05:30,2025-08-16 03:10+05:30,0
Delhi,Arrival,Etihad,EY 218,,,,2025-08-16 03:15+05:30,2025-08-16 03:12+05:30,-3
Delhi,Arrival,Air India Express,IX 1144,,,,2025-08-16 03:25+05:30,2025-08-16 03:14+05:30,-11
Delhi,Arrival,IndiGo,6E 2775,,,,2025-08-16 03:15+05:30,2025-08-16 03:15+05:30,0
Delhi,Arrival,flynas,XY 329,,,,2025-08-16 03:25+05:30,2025-08-16 03:25+05:30,0
Delhi,Arrival,IndiGo,6E 1346,,,,2025-08-16 02:55+05:30,2025-08-16 03:28+05:30,33
Delhi,Arrival,Air India,AI 2464,,,,2025-08-16 04:00+05:30,2025-08-16 03:37+05:30,-23
Delhi,Arrival,Air India,AI 2838,,,,2025-08-16 03:55+05:30,2025-08-16 03:37+05:30,-18
Delhi,Arrival,flydubai,FZ 441,,,,2025-08-16 03:10+05:30,2025-08-16 03:44+05:30,34
Delhi,Arrival,SpiceJet,SG 12,,,,2025-08-16 03:55+05:30,2025-08-16 03:55+05:30,0
Delhi,Arrival,Air Arabia,G9 463,,,,2025-08-16 04:00+05:30,2025-08-16 04:00+05:30,0
Delhi,Arrival,Air Arabia,G9 463,,,,2025-08-16 04:00+05:30,2025-08-16 04:00+05:30,0
Delhi,Arrival,Air India,AI 2608,,,,2025-08-16 04:05+05:30,2025-08-16 04:00+05:30,-5
Delhi,Arrival,Air India,AI 2608,,,,2025-08-16 04:05+05:30,2025-08-16 04:00+05:30,-5
Delhi,Arrival,Gulf Air,GF 130,,,,2025-08-16 04:05+05:30,2025-08-16 04:05+05:30,0
Delhi,Arrival,Air India,AI 2422,,,,2025-08-16 04:10+05:30,2025-08-16 04:07+05:30,-3
Delhi,Arrival,SriLankan,UL 191,,,,2025-08-16 04:15+05:30,2025-08-16 04:12+05:30,-3
Delhi,Arrival,IndiGo,6E 2418,,,,2025-08-16 04:15+05:30,2025-08-16 04:15+05:30,0
Delhi,Arrival,Air India,AI 112,,,,2025-08-16 03:40+05:30,2025-08-16 04:32+05:30,52
Delhi,Arrival,Air India Express,IX 2146,,,,2025-08-16 04:40+05:30,2025-08-16 04:36+05:30,-4
Delhi,Arrival,Turkish,TK 716,,,,2025-08-16 04:50+05:30,2025-08-16 04:50+05:30,0
Delhi,Arrival,Air India,AI 2954,,,,2025-08-16 05:00+05:30,2025-08-16 04:51+05:30,-9
Delhi,Arrival,IndiGo,6E 12,,,,2025-08-16 05:00+05:30,2025-08-16 05:00+05:30,0
Delhi,Arrival,Finnair,AY 121,,,,2025-08-16 05:20+05:30,2025-08-16 05:05+05:30,-15
Delhi,Arrival,Air India Express,IX 146,,,,2025-08-16 05:10+05:30,2025-08-16 05:10+05:30,0
Delhi,Arrival,Air India,AI 992,,,,2025-08-16 05:15+05:30,2025-08-16 05:15+05:30,0
Delhi,Arrival,IndiGo,6E 6045,,,,2025-08-16 05:15+05:30,2025-08-16 05:15+05:30,0
Delhi,Arrival,Air India,AI 2284,,,,2025-08-16 04:40+05:30,2025-08-16 05:19+05:30,39
Delhi,Arrival,Air India,AI 2559,,,,2025-08-16 05:55+05:30,2025-08-16 05:33+05:30,-22
Delhi,Arrival,Belavia,B2 757,,,,2025-08-16 05:35+05:30,2025-08-16 05:35+05:30,0
Delhi,Arrival,Air India,AI 2404,,,,2025-08-16 05:55+05:30,2025-08-16 05:35+05:30,-20
Delhi,Arrival,Air India,AI 440,,,,2025-08-16 05:45+05:30,2025-08-16 05:39+05:30,-6
Delhi,Arrival,Singapore,SQ 402,,,,2025-08-16 05:40+05:30,2025-08-16 05:40+05:30,0
Delhi,Arrival,IndiGo,6E 1406,,,,2025-08-16 05:40+05:30,2025-08-16 05:40+05:30,0
Delhi,Arrival,Kuwait,KU 383,,,,2025-08-16 05:50+05:30,2025-08-16 05:43+05:30,-7
Delhi,Arrival,IndiGo,6E 2357,,,,2025-08-16 06:10+05:30,2025-08-16 05:43+05:30,-27
Delhi,Arrival,Air India,AI 2906,,,,2025-08-16 05:50+05:30,2025-08-16 05:50+05:30,0
Delhi,Arrival,Air India,AI 301,,,,2025-08-16 04:35+05:30,2025-08-16 05:51+05:30,76
Delhi,Arrival,Air India,AI 962,,,,2025-08-16 06:00+05:30,2025-08-16 06:00+05:30,0
Delhi,Arrival,Air India,AI 2210,,,,2025-08-16 04:55+05:30,2025-08-16 06:03+05:30,68
Delhi,Arrival,Air India,AI 2720,,,,2025-08-16 06:35+05:30,2025-08-16 06:12+05:30,-23
Delhi,Arrival,IndiGo,6E 2209,,,,2025-08-16 06:40+05:30,2025-08-16 06:21+05:30,-19
Delhi,Arrival,Air India Express,IX 136,,,,2025-08-16 06:25+05:30,2025-08-16 06:25+05:30,0
Delhi,Arrival,IndiGo,6E 6402,,,,2025-08-16 06:40+05:30,2025-08-16 06:25+05:30,-15
Delhi,Arrival,IndiGo,6E 2146,,,,2025-08-16 07:00+05:30,2025-08-16 06:30+05:30,-30
Delhi,Arrival,Air India,AI 2860,,,,2025-08-16 06:35+05:30,2025-08-16 06:31+05:30,-4
Delhi,Arrival,Air India,AI 2965,,,,2025-08-16 06:45+05:30,2025-08-16 06:32+05:30,-13
Delhi,Arrival,Air India,AI 2424,,,,2025-08-16 06:35+05:30,2025-08-16 06:35+05:30,0
Delhi,Arrival,Air India,AI 618,,,,2025-08-16 06:45+05:30,2025-08-16 06:36+05:30,-9
Delhi,Arrival,Air India,AI 2810,,,,2025-08-16 06:55+05:30,2025-08-16 06:40+05:30,-15
Delhi,Arrival,SpiceJet,SG 88,,,,2025-08-16 06:45+05:30,2025-08-16 06:45+05:30,0
Delhi,Arrival,Air India,AI 2478,,,,2025-08-16 06:55+05:30,2025-08-16 06:55+05:30,0
Delhi,Arrival,Air India,AI 1822,,,,2025-08-16 06:55+05:30,2025-08-16 06:55+05:30,0
Delhi,Arrival,Oman Air,WY 241,,,,2025-08-16 06:55+05:30,2025-08-16 06:55+05:30,0
Delhi,Arrival,Air India,AI 309,,,,2025-08-16 04:20+05:30,2025-08-16 06:56+05:30,156
Delhi,Arrival,IndiGo,6E 5197,,,,2025-08-16 07:20+05:30,2025-08-16 06:59+05:30,-21
Delhi,Arrival,IndiGo,6E 656,,,,2025-08-16 07:05+05:30,2025-08-16 07:05+05:30,0
Delhi,Arrival,IndiGo,6E 2263,,,,2025-08-16 07:25+05:30,2025-08-16 07:08+05:30,-17
Delhi,Arrival,Starlight Airline,QP 1971,,,,2025-08-16 07:10+05:30,2025-08-16 07:09+05:30,-1
Delhi,Arrival,IndiGo,6E 5082,,,,2025-08-16 07:10+05:30,2025-08-16 07:10+05:30,0
Delhi,Arrival,IndiGo,6E 474,,,,2025-08-16 07:45+05:30,2025-08-16 07:20+05:30,-25
Delhi,Arrival,Air India Express,IX 128,,,,2025-08-16 06:45+05:30,2025-08-16 07:20+05:30,35
Delhi,Arrival,Air India Express,IX 1116,,,,2025-08-16 07:25+05:30,2025-08-16 07:21+05:30,-4
Delhi,Arrival,Starlight Airline,QP 1145,,,,2025-08-16 07:30+05:30,2025-08-16 07:22+05:30,-8
Delhi,Arrival,Air India,AI 824,,,,2025-08-16 07:45+05:30,2025-08-16 07:23+05:30,-22
Delhi,Arrival,IndiGo,6E 2021,,,,2025-08-16 07:35+05:30,2025-08-16 07:23+05:30,-12
Delhi,Arrival,IndiGo,6E 1232,,,,2025-08-16 07:25+05:30,2025-08-16 07:25+05:30,0
Delhi,Arrival,ZZ,ZZ 730,,,,2025-08-16 07:30+05:30,2025-08-16 07:30+05:30,0
Delhi,Arrival,Air India,AI 2832,,,,2025-08-16 07:45+05:30,2025-08-16 07:33+05:30,-12
Delhi,Arrival,Air India,AI 454,,,,2025-08-16 07:55+05:30,2025-08-16 07:35+05:30,-20
Delhi,Arrival,IndiGo,6E 5161,,,,2025-08-16 07:35+05:30,2025-08-16 07:35+05:30,0
Delhi,Arrival,Air India,AI 2930,,,,2025-08-16 07:35+05:30,2025-08-16 07:35+05:30,0
Delhi,Arrival,Air India,AI 818,,,,2025-08-16 07:35+05:30,2025-08-16 07:35+05:30,0
Delhi,Arrival,Starlight Airline,QP 1405,,,,2025-08-16 07:45+05:30,2025-08-16 07:43+05:30,-2
Delhi,Arrival,Starlight Airline,QP 1359,,,,2025-08-16 07:45+05:30,2025-08-16 07:45+05:30,0
Delhi,Arrival,IndiGo,6E 6304,,,,2025-08-16 07:55+05:30,2025-08-16 07:45+05:30,-10
Delhi,Arrival,Air India Express,IX 1012,,,,2025-08-16 07:45+05:30,2025-08-16 07:45+05:30,0
Delhi,Arrival,SpiceJet,SG 160,,,,2025-08-16 07:45+05:30,2025-08-16 07:45+05:30,0
Delhi,Arrival,IndiGo,6E 84,,,,2025-08-16 07:55+05:30,2025-08-16 07:55+05:30,0
Delhi,Arrival,Etihad,EY 212,,,,2025-08-16 07:55+05:30,2025-08-16 07:55+05:30,0
Delhi,Arrival,IndiGo,6E 762,,,,2025-08-16 07:55+05:30,2025-08-16 07:55+05:30,0
Delhi,Arrival,Air India,AI 2528,,,,2025-08-16 07:55+05:30,2025-08-16 07:55+05:30,0
Delhi,Arrival,IndiGo,6E 2165,,,,2025-08-16 08:15+05:30,2025-08-16 08:02+05:30,-13
Delhi,Arrival,IndiGo,6E 2215,,,,2025-08-16 08:30+05:30,2025-08-16 08:04+05:30,-26
Delhi,Arrival,SpiceJet,SG 128,,,,2025-08-16 08:05+05:30,2025-08-16 08:05+05:30,0
Delhi,Arrival,SpiceJet,SG 937,,,,2025-08-16 08:10+05:30,2025-08-16 08:10+05:30,0
Delhi,Arrival,Air India,AI 2480,,,,2025-08-16 08:20+05:30,2025-08-16 08:10+05:30,-10
Delhi,Arrival,SpiceJet,SG 185,,,,2025-08-16 08:35+05:30,2025-08-16 08:14+05:30,-21
Delhi,Arrival,IndiGo,6E 2472,,,,2025-08-16 08:45+05:30,2025-08-16 08:22+05:30,-23
Delhi,Arrival,Ethiopian,ET 686,,,,2025-08-16 08:25+05:30,2025-08-16 08:25+05:30,0
Delhi,Arrival,Starlight Airline,QP 1351,,,,2025-08-16 08:25+05:30,2025-08-16 08:25+05:30,0
Delhi,Arrival,Air India,AI 830,,,,2025-08-16 08:55+05:30,2025-08-16 08:28+05:30,-27
Delhi,Arrival,IndiGo,6E 6024,,,,2025-08-16 08:35+05:30,2025-08-16 08:35+05:30,0
Delhi,Arrival,Air India,AI 527,,,,2025-08-16 08:35+05:30,2025-08-16 08:35+05:30,0
Delhi,Arrival,Qatar,QR 570,,,,2025-08-16 08:45+05:30,2025-08-16 08:38+05:30,-7
Delhi,Arrival,Air India,AI 2946,,,,2025-08-16 08:45+05:30,2025-08-16 08:39+05:30,-6
Delhi,Arrival,Air India,AI 2466,,,,2025-08-16 08:55+05:30,2025-08-16 08:43+05:30,-12
Delhi,Arrival,IndiGo,6E 5045,,,,2025-08-16 08:45+05:30,2025-08-16 08:44+05:30,-1
Delhi,Arrival,Air India,AI 2428,,,,2025-08-16 08:45+05:30,2025-08-16 08:45+05:30,0
Delhi,Arrival,IndiGo,6E 72,,,,2025-08-16 08:45+05:30,2025-08-16 08:45+05:30,0
Delhi,Arrival,IndiGo,6E 2432,,,,2025-08-16 08:45+05:30,2025-08-16 08:45+05:30,0
Delhi,Arrival,IndiGo,6E 2555,,,,2025-08-16 08:55+05:30,2025-08-16 08:49+05:30,-6
Delhi,Arrival,Virgin Atlantic,VS 300,,,,2025-08-16 09:20+05:30,2025-08-16 08:50+05:30,-30
Delhi,Arrival,IndiGo,6E 1808,,,,2025-08-16 09:10+05:30,2025-08-16 08:51+05:30,-19
Delhi,Arrival,IndiGo,6E 2026,,,,2025-08-16 08:55+05:30,2025-08-16 08:54+05:30,-1
Delhi,Arrival,IndiGo,6E 301,,,,2025-08-16 09:10+05:30,2025-08-16 08:54+05:30,-16
Delhi,Arrival,Air India Express,IX 1182,,,,2025-08-16 09:05+05:30,2025-08-16 08:58+05:30,-7
Delhi,Arrival,Air India,AI 216,,,,2025-08-16 09:15+05:30,2025-08-16 08:58+05:30,-17
Delhi,Arrival,Emirates,EK 510,,,,2025-08-16 09:05+05:30,2025-08-16 09:05+05:30,0
Delhi,Arrival,Air India,AI 2654,,,,2025-08-16 09:35+05:30,2025-08-16 09:11+05:30,-24
Delhi,Arrival,Air India,AI 444,,,,2025-08-16 09:35+05:30,2025-08-16 09:15+05:30,-20
Delhi,Arrival,Air India Express,IX 1165,,,,2025-08-16 09:15+05:30,2025-08-16 09:15+05:30,0
Delhi,Arrival,Starlight Airline,QP 1410,,,,2025-08-16 09:20+05:30,2025-08-16 09:16+05:30,-4
Delhi,Arrival,IndiGo,6E 5311,,,,2025-08-16 09:45+05:30,2025-08-16 09:18+05:30,-27
Delhi,Arrival,Air India,AI 496,,,,2025-08-16 09:40+05:30,2025-08-16 09:19+05:30,-21
Delhi,Arrival,IndiGo,6E 375,,,,2025-08-16 09:45+05:30,2025-08-16 09:23+05:30,-22
Delhi,Arrival,Air India,AI 2778,,,,2025-08-16 10:00+05:30,2025-08-16 09:27+05:30,-33
Delhi,Arrival,SpiceJet,SG 2953,,,,2025-08-16 09:30+05:30,2025-08-16 09:30+05:30,0
Delhi,Arrival,IndiGo,6E 2368,,,,2025-08-16 10:00+05:30,2025-08-16 09:32+05:30,-28
Delhi,Arrival,Air India,AI 2808,,,,2025-08-16 09:45+05:30,2025-08-16 09:32+05:30,-13
Delhi,Arrival,IndiGo,6E 2004,,,,2025-08-16 08:55+05:30,2025-08-16 09:32+05:30,37
Delhi,Arrival,Air India,AI 2914,,,,2025-08-16 09:35+05:30,2025-08-16 09:33+05:30,-2
Delhi,Arrival,IndiGo,6E 5602,,,,2025-08-16 09:35+05:30,2025-08-16 09:35+05:30,0
Delhi,Arrival,SpiceJet,SG 165,,,,2025-08-16 09:35+05:30,2025-08-16 09:35+05:30,0
Delhi,Arrival,Air India,AI 2470,,,,2025-08-16 10:00+05:30,2025-08-16 09:38+05:30,-22
Delhi,Arrival,IndiGo,6E 9309,,,,2025-08-16 09:40+05:30,2025-08-16 09:40+05:30,0
Delhi,Arrival,IndiGo,6E 6074,,,,2025-08-16 10:10+05:30,2025-08-16 09:41+05:30,-29
Delhi,Arrival,Air India,AI 2794,,,,2025-08-16 09:45+05:30,2025-08-16 09:45+05:30,0
Delhi,Arrival,Air India,AI 152,,,,2025-08-16 09:45+05:30,2025-08-16 09:45+05:30,0
Delhi,Arrival,IndiGo,6E 2056,,,,2025-08-16 10:05+05:30,2025-08-16 09:46+05:30,-19
Delhi,Arrival,Air India,AI 156,,,,2025-08-16 09:50+05:30,2025-08-16 09:48+05:30,-2
Delhi,Arrival,EgyptAir,MS 973,,,,2025-08-16 09:50+05:30,2025-08-16 09:50+05:30,0
Delhi,Arrival,Air India Express,IX 1198,,,,2025-08-16 10:15+05:30,2025-08-16 09:52+05:30,-23
Delhi,Arrival,Air India,AI 2970,,,,2025-08-16 09:55+05:30,2025-08-16 09:55+05:30,0
Delhi,Arrival,IndiGo,6E 5046,,,,2025-08-16 09:55+05:30,2025-08-16 09:55+05:30,0
Delhi,Arrival,Bhutan,B3 773,,,,2025-08-16 09:55+05:30,2025-08-16 09:55+05:30,0
Delhi,Arrival,Air India Express,IX 2511,,,,2025-08-16 09:55+05:30,2025-08-16 09:55+05:30,0
Delhi,Arrival,IndiGo,6E 5009,,,,2025-08-16 10:15+05:30,2025-08-16 09:56+05:30,-19
Delhi,Arrival,Air India,AI 142,,,,2025-08-16 10:00+05:30,2025-08-16 09:58+05:30,-2
Delhi,Arrival,Air India Express,IX 3306,,,,2025-08-16 10:35+05:30,2025-08-16 09:58+05:30,-37
Delhi,Arrival,Starlight Airline,QP 1607,,,,2025-08-16 10:10+05:30,2025-08-16 09:59+05:30,-11
Delhi,Arrival,IndiGo,6E 2078,,,,2025-08-16 10:20+05:30,2025-08-16 10:07+05:30,-13
Delhi,Arrival,Air India,AI 2030,,,,2025-08-16 10:20+05:30,2025-08-16 10:10+05:30,-10
Delhi,Arrival,IndiGo,6E 2321,,,,2025-08-16 10:25+05:30,2025-08-16 10:10+05:30,-15
Delhi,Arrival,IndiGo,6E 333,,,,2025-08-16 10:15+05:30,2025-08-16 10:15+05:30,0
Delhi,Arrival,Air India Express,IX 1156,,,,2025-08-16 10:45+05:30,2025-08-16 10:16+05:30,-29
Delhi,Arrival,Air India,AI 2500,,,,2025-08-16 10:20+05:30,2025-08-16 10:20+05:30,0
Delhi,Arrival,Air India,AI 158,,,,2025-08-16 10:20+05:30,2025-08-16 10:20+05:30,0
Delhi,Arrival,Thai  International,TG 323,,,,2025-08-16 10:35+05:30,2025-08-16 10:21+05:30,-14
Delhi,Arrival,IndiGo,6E 7484,,,,2025-08-16 10:25+05:30,2025-08-16 10:25+05:30,0
Delhi,Arrival,Air India,AI 2830,,,,2025-08-16 10:25+05:30,2025-08-16 10:25+05:30,0
Delhi,Arrival,IndiGo,6E 404,,,,2025-08-16 10:40+05:30,2025-08-16 10:25+05:30,-15
Delhi,Arrival,Air India,AI 828,,,,2025-08-16 11:00+05:30,2025-08-16 10:27+05:30,-33
Delhi,Arrival,IndiGo,6E 6709,,,,2025-08-16 11:10+05:30,2025-08-16 10:31+05:30,-39
Delhi,Arrival,Air India,AI 2536,,,,2025-08-16 10:45+05:30,2025-08-16 10:32+05:30,-13
Delhi,Arrival,Starlight Airline,QP 1342,,,,2025-08-16 11:00+05:30,2025-08-16 10:38+05:30,-22
Delhi,Arrival,Air India,AI 474,,,,2025-08-16 10:55+05:30,2025-08-16 10:42+05:30,-13
Delhi,Arrival,Air India,AI 2868,,,,2025-08-16 10:55+05:30,2025-08-16 10:42+05:30,-13
Delhi,Arrival,IndiGo,6E 2661,,,,2025-08-16 11:00+05:30,2025-08-16 10:44+05:30,-16
Delhi,Arrival,IndiGo,6E 2014,,,,2025-08-16 11:10+05:30,2025-08-16 10:45+05:30,-25
Delhi,Arrival,Air India,AI 892,,,,2025-08-16 10:50+05:30,2025-08-16 10:50+05:30,0
Delhi,Arrival,Air India,AI 2618,,,,2025-08-16 10:55+05:30,2025-08-16 10:55+05:30,0
Delhi,Arrival,Air India,AI 2432,,,,2025-08-16 10:55+05:30,2025-08-16 10:55+05:30,0
Delhi,Arrival,IndiGo,6E 2191,,,,2025-08-16 11:10+05:30,2025-08-16 10:58+05:30,-12
Delhi,Arrival,Air India,AI 2018,,,,2025-08-16 11:00+05:30,2025-08-16 11:00+05:30,0
Delhi,Arrival,Air India,AI 385,,,,2025-08-16 11:05+05:30,2025-08-16 11:05+05:30,0
Delhi,Arrival,IndiGo,6E 2504,,,,2025-08-16 11:20+05:30,2025-08-16 11:05+05:30,-15
Delhi,Arrival,IndiGo,6E 64,,,,2025-08-16 11:05+05:30,2025-08-16 11:05+05:30,0
Delhi,Arrival,Air India,AI 854,,,,2025-08-16 11:20+05:30,2025-08-16 11:06+05:30,-14
Delhi,Arrival,IndiGo,6E 2253,,,,2025-08-16 11:15+05:30,2025-08-16 11:07+05:30,-8
Delhi,Arrival,Air India,AI 2591,,,,2025-08-16 11:15+05:30,2025-08-16 11:10+05:30,-5
Delhi,Arrival,IndiGo,6E 2512,,,,2025-08-16 11:40+05:30,2025-08-16 11:12+05:30,-28
Delhi,Arrival,IndiGo,6E 5079,,,,2025-08-16 11:20+05:30,2025-08-16 11:16+05:30,-4
Delhi,Arrival,IndiGo,6E 2134,,,,2025-08-16 11:35+05:30,2025-08-16 11:17+05:30,-18
Delhi,Arrival,Drukair,KB 200,,,,2025-08-16 11:30+05:30,2025-08-16 11:19+05:30,-11
Delhi,Arrival,Air India,AI 2481,,,,2025-08-16 11:25+05:30,2025-08-16 11:25+05:30,0
Delhi,Arrival,Air India,AI 2960,,,,2025-08-16 11:40+05:30,2025-08-16 11:25+05:30,-15
Delhi,Arrival,Air India,AI 2333,,,,2025-08-16 11:35+05:30,2025-08-16 11:28+05:30,-7
Delhi,Arrival,Air India,AI 214,,,,2025-08-16 12:00+05:30,2025-08-16 11:30+05:30,-30
Delhi,Arrival,IndiGo,6E 5256,,,,2025-08-16 12:10+05:30,2025-08-16 11:31+05:30,-39
Delhi,Arrival,IndiGo,6E 5062,,,,2025-08-16 11:35+05:30,2025-08-16 11:35+05:30,0
Delhi,Arrival,Alliance Air,9I 822,,,,2025-08-16 11:35+05:30,2025-08-16 11:35+05:30,0
Delhi,Arrival,IndiGo,6E 5052,,,,2025-08-16 11:40+05:30,2025-08-16 11:40+05:30,0
Delhi,Arrival,Air India,AI 315,,,,2025-08-16 12:20+05:30,2025-08-16 11:45+05:30,-35
Delhi,Arrival,Air India Express,IX 1029,,,,2025-08-16 11:45+05:30,2025-08-16 11:45+05:30,0
